회차,상호명,구분,소재지
1030,스피드세븐,자동,경기 화성시 한절이길 15 101호
1030,인생로또,수동,울산 북구 천곡남로 33 삼성코아루상가내
1030,김포로또,자동,경기 김포시 돌문로 48 한솔프라자101
1030,명당복권방,수동,서울 동작구 상도로 281 1층
1030,코사마트금강점,반자동,대구 달서구 용산로 204 1층 코사마트
1030,로또맛집배은복,반자동,경기 김포시 풍무로 121 1층 6호
1030,용꿈돼지꿈,자동,서울 마포구 마포대로 112-5
1030,교통카드판매대,수동,서울 송파구 송파대로28길 27 공영주차장앞가판
1030,일등복권,자동,경북 칠곡군 금암중앙길 42
1030,천하명당,반자동,전남 여수시 망마로 107
1030,여수복권방,자동,경기 성남시 중원구  성남대로997번길 25-9
1030,동행복권 진해신항점,자동,경남 창원시 진해구 신항4로 47-26 111호(마린타워)
1031,삼육오상사,자동,서울 동대문구 홍릉로 67 1층우측(청량리동)
1031,후레쉬슈퍼,수동,경기 부천시 부천로 76 101호
1031,해피+24시편의점,자동,광주 북구 하서로 330
1031,이마트24녹동점1등복권방,자동,전남 고흥군 녹동남촌1길 13 이마트24녹동점옆
1031,로또 휴게,자동,제주 제주시 연삼로 626
1031,한국인세계대박복권,자동,인천 연수구 한나루로197번길 34
1031,우일,수동,서울 송파구 마천로 235
1031,삼산현대 로또판매,자동,울산 남구  월평로 225
1032,행운생활건강,수동,인천 서구 고래울로 42
1032,일등복권방,자동,부산 남구 고동골로 3
1032,대박천국,자동,전북 군산시 가도로 217
1032,에코시티복권판매점,수동,전북 전주시 덕진구 세병로 8 106호
1032,복권명당(광주시청점),자동,경기 광주시 회안대로 900 로얄프라자 115호
1032,코아복권판매점,자동,전북 전주시 완산구 팔달로 246
1032,로또복권방,자동,경기 군포시 산본로323번길 16-6 신명빌딩1층1005호
1032,번개로또복권방,자동,경기 수원시 장안구 경수대로973번길 13-4 1층 (송죽동)
1032,1번지복권방,자동,경기 성남시 중원구 희망로 448 1층일부 (금광동)
1032,미니스톱 새법조타운점,자동,부산 연제구  법원로16번길 10 금복빌딩
1033,복권왕국,자동,인천 부평구 경인로 931
1033,성호복권방,자동,대전 대덕구 신일동로 1
1033,대박로또복권,자동,경기 김포시 김포대로 2449
1033,헬스프라자,수동,서울 관악구 관악로 184 1층
1033,복권천국,자동,인천 부평구 평천로 306 양영빌딩1층
1033,포시즌,수동,경남 김해시 내외중앙로 99 복권판매점
1033,대박행진 복권랜드,자동,경기 파주시 금빛로 22 금촌프라자107호
1033,송천복권방,자동,부산 해운대구 선수촌로 108
1033,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1033,CU(제천고암점),자동,충북 제천시  고암로 69 1층 CU편의점
1033,세븐일레븐 천안메르디앙점,수동,충남 천안시 서북구  성정공원5로 30 105호(세븐일레븐)
1033,행운복권방,수동,서울 은평구 서오릉로 10
1033,월드 복권방,자동,서울 강서구 곰달래로53길 41 1층 102호(화곡동 재룡빌딩)
1034,오천억복권방,자동,광주 서구 상무대로 1087
1034,경준유통,자동,인천 중구 화랑목로100번길 65 104호
1034,청룡마트,자동,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호
1034,제우스테크,자동,대전 서구 원도안로 30
1034,강경복권방,자동,충남 논산시 계백로 126-1
1034,부자랑,수동,서울 성동구 둘레15길 23
1034,LG슈퍼,수동,인천 연수구 함박로12번길 24 1층
1034,홈돌이로또복권,자동,인천 남동구 경원대로 971 삼성홈플러스간석점2층내
1034,스타복권,자동,전남 목포시 고하대로 688-1 1층
1035,무량복권,자동,대구 수성구 시지로 37 1층 동편상가
1035,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1035,황금복권판매점,자동,경기 성남시 중원구 산성대로582번길 2 1층일부 (은행동)
1035,세원로또복권방,자동,부산 수영구 수영로725번길 53 101호
1035,동원인테리어,수동,인천 미추홀구 경인로 213-4
1035,로또명당가두판매점,자동,경기 안양시 동안구 경수대로 848-2
1035,복권명당,자동,인천 서구 봉오재3로 104 엔시티타워2차 1층 115호
1035,영월로또명당,자동,강원 영월군 중앙로 44
1036,하나복권(가로판매점),자동,서울 영등포구 여의나루로 42 가로판매점(여의도동)
1036,명성복권마트,수동,충남 계룡시 장안로 66
1036,토큰박스,자동,서울 동대문구 이문로 93 외대앞 버스정류장
1036,용꿈돼지꿈복권방,수동,경기 시흥시 하중로 235 법조타운103호
1036,동양마트일곡점,자동,광주 북구 일곡마을로 55 현대아파트 2차상가 102-2호
1036,복권천국,수동,전남 여수시 선소로 62 부영아파트상가4동1-2호
1036,로또,자동,경기 포천시 죽엽산로196번길 4
1036,명지복권방,자동,서울 송파구 거마로 55 101호
1036,비디오 채널4,수동,경남 진주시 도동천로 203-4
1037,대전우표사,자동,대전 동구 중앙로204번길 16-1
1037,행운복권방,수동,경기 안성시 서동대로 7184 103호
1037,대한유통,자동,울산 북구 박상진11로 1 1층112호
1037,로또 명당,자동,대구 동구 동촌로48길 8
1037,초원복권 신창점,자동,광주 광산구 신창로 76 1층
1037,몽키버블티,자동,경기 군포시 고산로250번길 27 1층 일부호(당동)
1037,신세계,자동,제주 제주시 고마로14길 7
1037,지원물산,자동,서울 노원구 공릉로 108
1037,로또복권합정점,수동,경기 평택시 중앙로 176 127호 평택합정 SK뷰 주상복합
1037,포항오거리CU복권,자동,경북 포항시 북구 죽도로 33 CU포항오거리점내
1037,꽃길,수동,경기 수원시 권선구  정조로 571 1층(세류동)
1037,삼정상회,자동,경남 김해시 활천로 23 가동 109호 복권판매점
1037,목화휴게소,자동,경남 사천시 사천대로 912
1037,세븐일레븐화성봉담수기점,자동,경기 화성시 세자로 356 1층 102호
1038,천하명당(팔용점),자동,경남 창원시 의창구 사화로 26
1038,진평양행,자동,강원 강릉시 임영로 107
1038,그린마트,자동,경기 성남시 분당구 대왕판교로 255 107호
1038,행운복권방,수동,제주 제주시 우정로11길 12
1038,하나복권(가로판매점),자동,서울 영등포구 여의나루로 42 가로판매점(여의도동)
1038,이마트24망상해변점,자동,강원 동해시  동해대로 6270-20 1층 118호 이마트24망상해변점
1038,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1038,황금로또,자동,부산 동구 중앙대로251번길 42-1
1038,한아름복권방(매탄점),수동,경기 수원시 영통구 권선로 808
1038,킹로또,수동,제주 제주시 아란4길 85-5 1층
1038,NG24,수동,경북 칠곡군 북중리3길 59
1038,고려슈퍼마켓,자동,경기 구리시 원수택로64번길 28 상가
1038,프랜드편의점,수동,경기 화성시 3.1만세로 1100-2
1038,대한복권,자동,경기 부천시 부천로 52
1038,종합복권슈퍼,자동,경기 시흥시 마유로 336 정일빌딩104
1039,잠실매점,자동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1039,라이프마트,자동,인천 중구 연안부두로53번길 36 5호
1039,로또대박,자동,경기 부천시 석천로177번길 11 1층 105호
1039,알리바이,자동,광주 광산구 수등로 253 1층 알리바이
1039,복권방,자동,제주 서귀포시 상모로 326
1039,행운복권방,자동,충북 청주시 상당구 단재로 119
1039,복권마을,반자동,서울 구로구 구로동로 72
1039,대박명당,자동,경기 양주시 옥정동로5길 6
1039,당첨로또,자동,부산 동구 범일로90번길 6-1 1층
1039,현대장미슈퍼,자동,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호
1039,토큰박스,자동,경기 남양주시 진건오남로 109 동양할인마트 앞 로또판매점
1039,은미복권방,자동,경기 부천시 소사로794번길 6
1039,신불당로또,자동,충남 천안시 서북구 불당21로 40 501동 지1층 B143호
1039,알리바이(나주점),자동,전남 나주시 나주로 142 알리바이
1039,위너로또,자동,인천 남동구 구월남로 212 동원프라자 101호
1040,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호
1040,행운복권,자동,경기 군포시 대야1로 3 1동
1040,소리창고,수동,서울 강서구 강서로 306
1040,새상무복권,자동,광주 서구 치평로 30 수암빌딩 1층 102호
1040,로그인편의점,수동,서울 성동구 천호대로 430 103호 로그인편의점
1040,드림복권방,자동,경기 의정부시 청사로5번길 26
1040,온천로또방,자동,대전 유성구 계룡로 92 1층 101-3호
1041,와이케이복권방,자동,경기 용인시 수지구 광교중앙로 297 디동 107호
1041,로또도곡점,수동,경기 남양주시 덕소로 277 1층 복권판매점
1041,다드림복권,수동,경기 김포시 월하로 930 1층 101호
1041,이충복권방,수동,경기 평택시 송탄로 108 1층103호
1041,드림복권전문점,자동,경기 평택시 평남로 651
1041,나눔로또봉평점,수동,경남 통영시 도남로 81
1041,본스튜디오,자동,제주 제주시 하귀로 111
1041,순창복권방,수동,전북 순창군 장류로 369
1041,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111
1041,대산슈퍼,자동,충남 천안시 동남구 복구정3길 1
1041,꿈이현실로,수동,서울 중구 청계천로 182
1041,한꿈복권방,자동,울산 중구 번영로 586
1041,행운편의점,수동,광주 북구 면앙로 36
1041,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1041,송산로또천하,수동,경기 화성시 송산포도로 80 109호
1041,CU행운로또 세종디펠리체점,수동,세종   나성북1로 22 CU편의점
1041,도계복권방,수동,강원 삼척시 도계로 287-2
1041,1등복권방,수동,경기 성남시 분당구 미금로 45 117호 (구미동 진도훼미리프라자)
1042,행운복권마트,수동,서울 종로구 지봉로 58
1042,행복한사람들 (흥부네),자동,경기 광주시 경충대로 763
1042,오렌지데이편의점,반자동,부산 해운대구  좌동순환로249번길 11 르네상스오피스102호
1042,꿈로또복권전문점,자동,강원 강릉시 옥천로 47
1042,행운복권방,자동,서울 도봉구 노해로63길 79 우림빌딩 112호
1042,나눔로또편의점,수동,전남 광양시 공영로 90
1042,그린로또,자동,강원 양양군 양양로 71
1042,백령로또,수동,인천 옹진군 백령로278번길 18
1042,간이매점,수동,경기 시흥시 삼미시장4길 26
1042,가로판매대,수동,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점)
1042,복권판매점,자동,인천 남동구 문화로 113 1층
1042,복권백화점,자동,경기 파주시 평화로 70
1042,로또명당,자동,인천 미추홀구 인주대로 423 101호
1042,중앙로또,수동,경북 칠곡군 북삼로 41 복권판매점
1043,희망복권방,자동,인천 계양구 효서로 293
1043,한방복권방,수동,경기 화성시 용주로 25
1043,화신상사,자동,부산 동래구 삼성대길 48
1043,로또명당,자동,경기 시흥시 신현로 21-1 101호
1043,행복마트,자동,경북 김천시 혁신로 185 메타폴리스상가 120호
1043,묵동식품,수동,서울 중랑구 동일로 919
1043,진양호,자동,경남 진주시 남강로 58 1층
1043,GS25(덕산제일점),자동,경남 창원시 진해구 충장로 505
1043,대박명당,자동,울산 남구 중앙로 154
1043,행복한사람들 (흥부네),자동,경기 광주시 경충대로 763
1043,옥교대박점,수동,울산 중구 옥교3길 94 (학산동)
1043,방이로또,자동,서울 송파구 가락로 245 1층
1043,신라슈퍼,자동,경북 포항시 남구 일월로 112
1043,천하명당복권방,자동,경남 거제시 옥포성안로 60
1043,복권판매점(행복드림),수동,경기 양평군 강남로 1016 나동 4호
1043,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1043,세븐일레븐 인천효성점,자동,인천 계양구 안남로 551
1044,황금대박점,자동,서울 노원구 공릉로 328
1044,복권명당,자동,충남 공주시 번영1로 41
1044,초이스 로또,자동,울산 남구 화합로125번길 9 CU달동초이스점내
1044,로또명당인주점,수동,충남 아산시 서해로 519-2
1044,역전휴게마트,자동,광주 북구 무등로 240
1044,잉크와복권방,수동,충남 천안시 동남구 차돌로 84
1044,복권판매점,자동,대전 서구 계백로 1153 지산프리지엄빌딩111호
1044,속초등대로또복권,자동,강원 속초시 영금정로 23
1045,과자종합상사,자동,서울 구로구 경인로33길 82
1045,로또복권,자동,대구 달성군  현풍중앙로 21 세븐일레븐 내
1045,하나복권,자동,인천 남동구 구월로 281 세븐일레븐편의점내
1045,노다지복권방,자동,대전 대덕구 신탄진로 211
1045,대박의터,자동,강원 춘천시 영서로 1786
1045,행복미니슈퍼,반자동,경기 부천시 부일로 409
1045,사랑복권방,자동,경기 시흥시  장현능곡로 155 지하1층 B1055호
1045,복돼지복권방,자동,경기 화성시 3.1만세로 43
1045,동행복권,수동,경기 양주시 독바위로 79-13 c동 10호
1045,복권나라,수동,대구 달성군 논공중앙로 106
1045,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1045,돈벼락맞는곳,자동,대전 서구 복수남로 16
1045,복권마트,자동,강원 홍천군 홍천로 409 1층
1046,행운마트,수동,충남 아산시 서해로 654 GS편의점
1046,행복복권방,반자동,경기 성남시 수정구 성남대로1250번길 9-1 1층 (태평동)
1046,아킬복권,수동,인천 부평구 부영로 4 1층
1046,세븐일레븐용인남사점,자동,경기 용인시 처인구 어진로 571
1046,교하로또판매점,자동,경기 파주시 파주로 266 아이비타워108호
1046,희망복권방,자동,전남 나주시 풍물시장1길 3
1046,용꿈돼지꿈,수동,인천 부평구 동암남로 11
1046,로또복권방,자동,경기 수원시 장안구  경수대로 1080
1046,신불당로또,자동,충남 천안시 서북구 불당21로 40 501동 지1층 B143호
1046,신나는복권방,수동,경기 파주시 문향로 51-1
1046,복돼지복권방,자동,경기 화성시 3.1만세로 43
1046,김포로또,자동,경기 김포시 돌문로 48 한솔프라자101
1047,행운복권,수동,경남 사천시 새시장길 12
1047,로또명당인주점,자동,충남 아산시 서해로 519-2
1047,벼락부자복권,자동,대구 달서구 죽전길 149 1층 복권방
1047,교하로또판매점,자동,경기 파주시 파주로 266 아이비타워108호
1047,복권소매,수동,서울 금천구  가산로5길 77 1층
1047,세민,수동,경기 부천시 중동로 147 1층
1047,아이러브마트복권방,자동,울산 중구 유곡로 19-1
1047,로또판매점,자동,경북 상주시 상서문로 59
1047,동덕로또방,자동,충남 아산시 시장남길 26
1048,나래전산,수동,부산 부산진구 전포대로 294 101호
1048,구담쌀슈퍼,자동,경북 안동시 경동로 908
1048,씨유(CU)화목화성점,수동,광주 서구 쌍촌로 29 CU편의점내
1048,금손로또방,자동,경기 의정부시 시민로121번길 34-5 1층(의정부동)
1048,대박슈퍼,수동,세종   행복10길 3 1층 101호
1048,중흥마트,자동,광주 북구 문산로 30 중흥2차 아파트상가 1층
1048,단비,자동,경기 시흥시  다솜마을2길 1 상가101호
1048,삼례로또복권,자동,전북 완주군 동학로 32
1048,로또복권명성,수동,경기 구리시 검배로72번길 11-4 1층
1048,금진슈퍼,자동,전남 여수시 좌수영로 11
1048,광주도서유통,자동,광주 남구 봉선1로 79
1048,제주대림점,자동,제주 제주시 과원북2길 48
1048,로또 光복권,자동,서울 구로구 개봉로23가길 37
1048,상록로또,자동,인천 계양구 장제로 718
1048,운수대통복권샵,자동,전북 전주시 완산구  중화산로 101
1048,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
1048,삼계복권전문점,자동,경남 창원시 마산회원구 경남대로 915
1049,로또판매점,자동,경남 거제시 중곡로3길 46 1층
1049,천하명당,수동,경남 양산시 연호로 46 복권판매점
1049,성호하우징,자동,서울 서대문구  증가로 53 1층
1049,동홍코사마트,수동,제주 서귀포시 동홍서로 108
1049,천하명당로또복권,자동,서울 서대문구 세무서길 12
1049,복권명당,수동,경북 김천시 용암로 2
1049,광양복권나라(로터리),자동,전남 광양시 백운로 1
1049,럭키로또,자동,경기 이천시 이섭대천로 1226 1층
1049,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1
1049,행복복권방,자동,경남 창원시 의창구 팔용로 399
1049,한아름 복권,수동,경기 김포시 장차로 19 102호
1049,초원복권 신창점,자동,광주 광산구 신창로 76 1층
1049,로또대박,수동,부산 북구 금곡대로 270 상가동 110호
1049,탑,자동,강원 원주시 천사로 94 1층
1050,라이프마트,자동,인천 중구 연안부두로53번길 36 5호
1050,로또방,수동,충북 증평군  중앙로 176
1050,복권백화점,수동,경기 파주시 평화로 70
1050,진평양행,자동,강원 강릉시 임영로 107
1050,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
1050,오케이상사,자동,서울 서초구  신반포로 176 센트럴시티내100호매점
1050,삼삼마트,자동,경남 진주시 진주대로 1165-1
1050,행운마트,자동,인천 동구 송림로 71-1
1050,세븐일레븐 중동현대점,자동,경기 부천시 석천로183번길 35 102호
1050,행운복권방 보생당건강원,자동,전북 익산시 무왕로 1268
1050,복권명당,자동,대구 동구 동촌로 36
1050,복권명당(이마트24 온천대로점),자동,충남 아산시 곡교천로 161 101호
1050,CU(구평희망점),자동,경북 구미시  인동46길 5 cu 구평희망점
1050,복권천국,자동,부산 서구 구덕로 207-1
1050,짱복권,수동,서울 종로구 종로 269 삼신빌딩 1층
1050,행운드림복권방,자동,서울 동대문구 천호대로69길 12 골든메카 109호-1호
1050,복권천국,자동,대구 북구 관음중앙로25길 3
1051,합천우리복권방,자동,경남 합천군 핫들2로 8 1층
1051,장보고복권방,자동,서울 중랑구 면목로 288
1051,월드 복권방,자동,서울 강서구 곰달래로53길 41 1층 102호(화곡동 재룡빌딩)
1051,럭키마켓,자동,서울 강동구 명일로 159 1층
1051,안전열쇠,자동,인천 계양구 경명대로 1124 명인프라자102호
1051,복앤돈복권방,수동,충북 충주시 충원대로 948 나동 2호
1051,지에스25 신매태왕점로또,자동,대구 수성구 욱수천로 70 편의점_GS25
1051,수 로또 대박점,자동,인천 서구 석남로 78 1층
1051,노다지복권방,자동,인천 미추홀구 한나루로 400 외7필지125호
1051,대선세무경영사무소,자동,경기 안산시 상록구 석호로 189 101호
1051,로또명당(북부점),자동,대구 서구 서대구로 318-1
1051,로또복권맥,자동,전남 여수시 여문1로 52
1051,불티나,자동,강원 춘천시 후석로462번길 94-1 1층
1051,세븐일레븐 홍익점,자동,경기 안성시 종합운동장로 161
1051,진양상회,자동,경북 영주시 선비로 68
1051,진 복권방,자동,경기 포천시 송우로 55-5 101호 성조빌딩
1051,씨유 남해 현대점,자동,경남 남해군 화전로 60
1051,로또당진합덕원룸점,자동,충남 당진시 미락5길 27-3 1층 101호
1052,하프타임 과정로,자동,부산 수영구 과정로 42
1052,현대슈퍼,반자동,광주 서구  상무대로 871
1052,로또복권 하대점,자동,경남 진주시 도동로 188
1052,CU(수유대로점),수동,서울 강북구  노해로 121 두울빌딩
1052,로또방,자동,서울 영등포구 영중로 12
1052,복권방,자동,대전 동구 대전로 799
1052,프렌드24시,수동,광주 광산구 첨단중앙로 164 빌리오네2  제1층 106호
1052,장미유통,수동,인천 계양구 아나지로 394
1052,제일복권,자동,부산 서구 충무대로255번길 9 충무쇼핑1층
1053,스카이25,자동,대전 서구 둔산중로 40 리치빌빌딩117호
1053,복권방,자동,서울 마포구 백범로 127
1053,성심상회,자동,경북 포항시 북구 불종로 78
1053,태전강북로또복권판매점,자동,대구 북구  칠곡중앙대로 273 1층
1053,씨유 진건용정공단점,자동,경기 남양주시  독정로성지2길 13
1053,차부상회,자동,경기 김포시 조강로 50
1053,에스비 상사,자동,서울 중구 퇴계로86길 29 1층
1054,하당복권방,자동,전남 목포시 옥암로 46
1054,피터팬,자동,경남 창원시 진해구 웅동로 76 1호 복권판매점
1054,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호
1054,잠실매점,자동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1054,행운복권방,자동,충북 청주시 상당구 상당로 186
1054,다음정보텔레콤,수동,경남 진주시 진양호로 243 CU편의점내
1054,노다지복권방,자동,인천 부평구 이규보로 137-1 1층
1054,한방복권방,수동,경기 화성시 용주로 25
1054,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
1055,북문복권방,수동,경기 수원시 장안구 정조로 927-1
1055,신나는복권방,자동,경기 파주시 문향로 51-1
1055,여기있었네복권방,수동,전북 김제시 남북로 171
1055,포항오거리CU복권,자동,경북 포항시 북구 죽도로 33 CU포항오거리점내
1055,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25
1055,소라복권방,자동,전북 익산시 인북로 327-4
1055,노다지복권방,수동,부산 북구 덕천로 287
1055,NG24,수동,경북 칠곡군 북중리3길 59
1055,로또복권,수동,서울 관악구 장군봉1길 29
1055,해피마트,자동,경기 의왕시 부곡중앙로 3-2 의왕역로터리앞
1055,수퍼복권대박,자동,인천 연수구 용담로 60 1층
1056,천하명당복권방제일점,수동,경남 창원시 마산합포구 중앙북2길 8 1층
1056,로또명당인주점,자동,충남 아산시 서해로 519-2
1056,경복식품,자동,서울 동대문구  무학로 189
1056,버스표가판점,자동,경기 안양시 동안구 흥안대로 498
1056,북부슈퍼,반자동,경기 의정부시 가능로125번길 22
1056,1등 터,자동,경기 김포시 양곡2로30번길 7-7 3호
1056,금강식품,자동,서울 강서구 강서로 207
1056,럭키로또카페,자동,경기 광주시 회안대로 13 매산제일교회 건물 1층
1056,이마트24아산도고명당점,자동,충남 아산시 온천대로 104
1056,호돌이복권방,자동,경기 김포시 황금로109번길 80 101호
1056,NICE,자동,서울 강동구 성내로6길 40 1층
1056,원흥로또앤호밀호두,수동,경기 고양시 덕양구 삼송로 12 102호
1056,일확천금복권방,자동,서울 강남구  강남대로122길 10 영흥빌딩 101-2호
1056,왕대박복권,자동,전북 전주시 덕진구 가련산로 17
1057,알리바이,자동,광주 광산구 수등로 253 1층 알리바이
1057,로또유통,자동,경기 안산시 단원구 광덕2로 193-3 광장타운1층108호
1057,가판점,자동,경기 군포시 군포로 541-2 인도 앞 가판대
1057,복권왕국,자동,인천 계양구 계산천동로 3
1057,북문복권방,자동,경기 수원시 장안구 정조로 927-1
1057,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1
1057,로또 유,자동,충남 서산시 시장3길 19 옷가게 내
1057,돈벼락맞는곳,수동,부산 동구 조방로49번길 18-1
1057,로또방 비손,자동,경기 안성시  만세로 1374 이마트24편의점
1057,로또명당금왕점,수동,충북 음성군 탑골길 55 세븐일레븐 금왕점
1057,내인생의로또,자동,전북 전주시 완산구 평화로 150
1057,탐나네,자동,제주 제주시 노연로 138
1057,대박천하마트,자동,인천 부평구 굴포로 48
1057,행복복권,자동,인천 서구 가정로 198 1층
1057,대박복권방,수동,충남 당진시 서해안고속도로 275 행담도휴게소 내
1057,종합복권슈퍼,수동,경기 시흥시 마유로 336 정일빌딩104
1057,제이복권방,자동,서울 종로구 종로 225-1 평창빌딩 1층 103호
1058,복권맛집,자동,대구 남구 양지남길 15 우측상가
1058,다드림복권,반자동,경기 김포시 월하로 930 1층 101호
1058,대전우표사,자동,대전 동구 중앙로204번길 16-1
1058,노다지복권방,자동,경기 시흥시 복지로 103-1 1층상가
1058,네잎크로버복권방,자동,제주 서귀포시 고성오조로 9
1058,천하명당복권방,수동,경기 의왕시 경수대로 292 1층 111호 (오전동 대덕하이베라스)
1058,편의점사랑,수동,서울 강서구 곰달래로25길 57 1층
1058,노다지복권방,자동,인천 미추홀구 한나루로 400 외7필지125호
1058,행운복권방,수동,서울 중랑구 봉우재로 41 1층
1058,돈벼락,수동,경기 부천시 범안로 220 제근린생활시설2동 1층 103호
1058,추섬로또,자동,전남 완도군 개포로145번길 44-4 제2호
1058,짱복권,수동,서울 종로구 종로 269 삼신빌딩 1층
1058,영순로또점,자동,충남 아산시 아산밸리남로 81 816동 106호
1059,복권나라동성점,자동,전남 순천시 연향번영길 94 동성아파트 상가113호
1059,상호없음,자동,서울 종로구 새문안로 103-1
1059,보물섬복권판매점,자동,서울 송파구 법원로8길 7 106호
1059,주택복권방,반자동,경기 안양시 만안구 장내로 106 102호
1059,대박집,자동,서울 광진구 천호대로129길 49 101호
1059,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1059,청라로또하엘점,자동,인천 서구 청라한내로 96 112호(청라동 하엘에스페이스)
1059,원스탑,자동,서울 송파구 백제고분로7길 39
1059,무지개로또방,수동,인천 계양구 양지로 30 102호
1059,복권나라(매곡동),자동,광주 북구 서하로 117 101호 (매곡동)
1059,훼미리그랜드,수동,광주 동구 의재로 34-1 CU그랜드점내
1059,복돼지복권방,수동,전북 익산시 선화로1길 4 배산시티프라자 1층 107호
1059,씨스페이스 아산모종로또점,자동,충남 아산시 문화로 329 1층 104호(씨스페이스 편의점)
1060,부자복권방,자동,전북 전주시 완산구 서곡4길 45-4
1060,복권나라,자동,서울 관악구 은천로 40-1
1060,행운사,자동,서울 노원구 석계로 8-1 1층
1060,로또판매점,수동,경기 안산시 상록구 영화7길 22-1 102호
1060,G(금정)마트휴게실,자동,전북 군산시 조촌로 66
1060,헬로마트,수동,서울 도봉구 도봉로170길 8
1060,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1060,운수대통복권방,자동,부산 부산진구 전포대로200번길 13
1060,경동플러스,수동,부산 해운대구 세실로 30 경동G-PLUS아파트상가103
1060,역전로또,수동,충남 아산시 중앙로 55 1층 104호
1060,부일카서비스,반자동,부산 동구 자성로133번길 35
1060,1등복권방,수동,인천 연수구 해돋이로 168 (송도동 21-13 혜인프라자 104호)
1060,용산로또가게,수동,서울 용산구  신흥로 145 1층
1060,천하명당복권방,수동,서울 송파구 백제고분로41길 7 1층
1060,남문복권판매점,자동,경남 창원시 진해구 웅천동로 126 상가107호
1060,영화유통(1등복권방),수동,울산 남구 신정로 19 삼성아파트 상가 204-101
1060,노다지복권판매점,자동,전북 전주시 덕진구 팽나무4길 13
1060,동일설비 명성복권,수동,경북 안동시 경동로 913
1060,미니슈퍼,수동,경기 의정부시 시민로 269 장령상가 1층
1060,이마트24운정유미어스,자동,경기 파주시 경의로 1012 113
1060,지우시스템,수동,경기 안성시 덕봉서원로 43 1층
1060,행복드림,자동,인천 계양구 장제로 879
1060,아리랑마트,수동,경남 창원시 진해구 충장로 438
1060,둘리복권방,수동,경기 시흥시 중심상가2길 12-6 한강프라자제1층101호
1060,열매로또복권,자동,대전 유성구  은구비서로 31-1 102호 지족동
1060,찬스센타백운점,자동,인천 부평구 신촌로7번길 3
1060,복권방,자동,인천 연수구 비류대로433번길 10 103호
1060,로또통신,수동,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점
1061,복권,자동,경기 의정부시 태평로 75
1061,인제복권방,반자동,강원 인제군 비봉로 11-1
1061,가로판매대,자동,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점)
1061,세븐일레븐화성봉담수기점,자동,경기 화성시 세자로 356 1층 102호
1061,우리 커피,반자동,인천 남동구 백범로 67 상가동 105호
1061,씨유구로미래지오점,자동,서울 구로구 디지털로32나길 17-45 1층
1061,성광복권명당,수동,부산 연제구 과정로 335
1061,초대박 복권방,반자동,서울 강서구 곰달래로 184 1층 101호
1061,호야식품,수동,서울 양천구 중앙로 234
1061,코리아25옥계점,수동,경북 구미시 산호대로25길 18-4
1061,태양 명당 복권방,수동,서울 금천구 독산로 211 세진상가103호
1062,아이러브마트복권방,자동,울산 중구 유곡로 19-1
1062,흥건슈퍼,자동,전북 전주시 완산구 거마평로 25 흥건슈퍼
1062,씨지랜드,자동,경기 부천시 송내대로73번길 11 금강리빙스텔111
1062,복권판매점,자동,부산 부산진구 신암로 108
1062,홈마트&행운복권방,자동,경북 김천시 대학로 100
1062,복권방,자동,울산 울주군 덕남로 87
1062,인앤아웃,자동,경기 안산시 상록구 수인로 2020 103호
1063,송도하우스,자동,전남 목포시 영산로 525 목포터미널 내
1063,로또랑,자동,부산 기장군 일광로 86 바라보고 오른쪽
1063,황금로또,자동,부산 동구 중앙대로251번길 42-1
1063,농심가슈퍼마트,자동,서울 양천구 목동중앙본로 54 1층
1063,복권나라,자동,충북 증평군 중앙로 199-1
1063,복슈퍼,자동,인천 계양구 계산로108번길 4
1063,데이앤나잇,자동,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호
1064,로또복권방,반자동,경남 진주시 모덕로 223 1층
1064,복권나라,수동,전북 군산시 번영로 891
1064,드림복권방,자동,경기 수원시 권선구 정조로 515
